City,Venue,Venue Category
Muğla,Shimal Residence,Hotel
Muğla,Sakar Seyir Teras Cafe,Café
Muğla,Elif Hanım Hotel & Spa,Hotel
Muğla,Hakan Kara Tattoo,Performing Arts Venue
Muğla,Saklı Cennet Koyu,Beach
Muğla,Cadde Kahve & Yemek Sanatı,Café
Muğla,İçiverin Gari,Tea Room
Muğla,Sokakta Hayat Var,Bar
Muğla,Akyaka Konak Dondurma,Ice Cream Shop
Muğla,Villa Marine Apart Hotel,Hotel
Muğla,Salon Seçkin,Health & Beauty Service
Muğla,Totelya Otel,Hotel
Muğla,Black & White,Bar
Muğla,Mamut,Bar
Muğla,Gold & Black,Pub
Muş,mor gedik barajı,Fishing Spot
Muş,Mollakent Köyü,Farm
Muş,Erentepe Barajı,Lake
Muş,Akçaarmut Köyü,Farm
Muş,Bulanık Bostankent Köyü,Lake
Muş,ANKAmall,Shopping Mall
Muş,Karakale,Mountain
Muş,Kara Kale Kavurma,Steakhouse
Muş,Karakale,Forest
Muş,Kolan,Mountain
Nevşehir,Farm Truck Classic Cafe ®,Coffee Shop
Nevşehir,Arabica Coffee House,Coffee Shop
Nevşehir,Roller Toaster,Fast Food Restaurant
Nevşehir,Ma Belle,Café
Nevşehir,Hamura,Café
Nevşehir,Alos79,Arcade
Nevşehir,Cafe Bistro Burda,Café
Nevşehir,FİT CİTY FİTNESS,Gym / Fitness Center
Nevşehir,Chez Galip Pottery,Arts & Crafts Store
Nevşehir,Adanos Konuk Evi,Hotel
Nevşehir,Hikmet's House~Hh,Hostel
Nevşehir,Güray Müze,Museum
Nevşehir,Lemon Patisserie & Coffee,Coffee Shop
Nevşehir,Bezirhane Seramik,Souvenir Shop
Nevşehir,Nar Öz Bahçeleri,Campground
Nevşehir,Mado,Café
Nevşehir,Aşk Vadisi,Historic Site
Nevşehir,Avanos Seramik,Historic Site
Nevşehir,By Cappdocia Hotel & Spa,Hotel
Nevşehir,Diriliş Meydanı,Plaza
Nevşehir,Akman Butik Hotel,Hotel
Nevşehir,jacob's cave suites,Hotel
Nevşehir,Morfoz Balık Restaurant,Seafood Restaurant
Nevşehir,Chocolabs,Café
Nevşehir,Mira Cappadocia Hotel,Hotel
Nevşehir,Kızılırmak Kenarı Yürüyüş Yolu,Trail
Nevşehir,Salıncak Cafe,Café
Nevşehir,Karlık Evi,Hotel
Nevşehir,Azure Cave Suites,Hotel
Nevşehir,Phocas Cave Suites,Hotel
Nevşehir,NisaN Köfte&Yemek,Kofte Place
Nevşehir,Mehm-Et  Testi Kebap İskender,Restaurant
Nevşehir,Museum Hotel,Hotel
Nevşehir,Kervanhan Karmina Bar,Bar
Nevşehir,Irmak Kenarı,Waterfront
Nevşehir,Göreme Panorama,Scenic Lookout
Nevşehir,Canela Cave Hotel,Hotel
Nevşehir,Goreme Inn Hotel,Hotel
Nevşehir,Millstone Cave Suites,Hotel
Nevşehir,Safran Cave Hotel,Hotel
Nevşehir,Uçhisar Kalesi,Castle
Nevşehir,Ansia Otel & Restaurant,Hotel
Nevşehir,Argos In Cappadocia,Hotel
Nevşehir,Peri Bacaları,Other Great Outdoors
Nevşehir,Kelebek Special Cave Hotel,Hotel
Nevşehir,Dipa A.V.M,Convenience Store
Nevşehir,Seyyah Han,Turkish Restaurant
Nevşehir,Kale Konak Cave Hotel,Hotel
Nevşehir,Agarta Cave Hotel,Hotel
Nevşehir,Dream of Cappadocia,Hotel
Nevşehir,Kapadokya,Scenic Lookout
Nevşehir,İstanbul Börek,Pie Shop
Nevşehir,Goreme Balloons  Take Off Area,Plaza
Nevşehir,CCR Hotels&Spa,Hotel
Nevşehir,Hermes Cave Hotel,Hostel
Nevşehir,Taşkonaklar Hotel,Hotel
Nevşehir,Royal Balloon,Scenic Lookout
Nevşehir,THE LOOP OTEL,Hotel
Nevşehir,Salkım Tepesi Panorama,Scenic Lookout
Nevşehir,Kocabağ Şarap Evi,Winery
Nevşehir,Turkiye Balloons,General Travel
Nevşehir,Göreme Tarihi Milli Parkı,National Park
Nevşehir,Çavuşin Depe Restaurant,Restaurant
Nevşehir,Aşıklar Tepesi,Scenic Lookout
Nevşehir,Sultan Cave Suites Goreme,Hotel
Nevşehir,La Casa Cave,Hotel
Nevşehir,Kapadokya Kaya Balloons Take-0ff,Plaza
Nevşehir,Mithra Cave Cappadocia,Hotel
Nevşehir,La Maison Du Reve,Motel
Nevşehir,Pumpkin Restaurant & Art Gallery,Turkish Restaurant
Nevşehir,Artemis Cave Suites,Bed & Breakfast
Nevşehir,Koza Cave Hotel,Hostel
Nevşehir,Traveller's Cave Hotel,Hotel
Nevşehir,Cappadocia Cave Suites,Hotel
Nevşehir,Anatolian Houses Hotel,Hotel
Nevşehir,Çiko'nun Yeri,Café
Nevşehir,Doors Of Cappadocia,Hotel
Nevşehir,Maccan Cave Hotel,Hotel
Nevşehir,King’s Coffee,Coffee Shop
Nevşehir,WingsCappadocia,Hotel
Nevşehir,ALATURCA HOUSE,Bed & Breakfast
Nevşehir,Göreme Cave Palace Hotel,Hotel
Nevşehir,Güvercinlik Vadisi,Scenic Lookout
Nevşehir,Cappadocia Elite Stone House,Hotel
Nevşehir,Keyif Cafe & Restaurant,Restaurant
Nevşehir,Anatelein Boutique Cave Hotel,Hotel
Nevşehir,Kumsal & İnci Restaurant,Meyhane
Nevşehir,Saklı Mağara Çanak Atölyesi,Art Gallery
Nevşehir,O Ağacın Altı,Café
Nevşehir,Traveller's Cave Pension,Hostel
Nevşehir,Wish Cappadocia,Hotel
Nevşehir,Rox Cappadocia,Hotel
Nevşehir,Grand Cappadocia Hotel,Hotel
Nevşehir,Göreme Ascension Cave Suites,Hotel
Nevşehir,Paşabağıları Ören Yeri,Nature Preserve
Nevşehir,Sarıkaya Konak Restaurant,Restaurant
Nevşehir,Hidden Cave Hotel,Hotel
Nevşehir,hotel business han,Hotel
Nevşehir,Osmanlı Manor Otel,Hotel
Nevşehir,Grand Cave Suites,Hotel
Niğde,Gümüşler Manastırı,Historic Site
Niğde,Kayardi Paşa Bağları,Vineyard
Niğde,BEŞİKTAŞ DURAĞI,Beach
Niğde,Kayardı Bağları,Vineyard
Niğde,Kıvırcık Şükrü Lokantası,Turkish Restaurant
Niğde,Mucize Mutfak Atölyesi,Café
Niğde,Niğde Amas Bağları,Garden
Niğde,D'Bella Coffee & Food ™,Coffee Shop
Niğde,Dürümcü Istiklal'in Yeri,Steakhouse
Niğde,Dönence Müzik ve Dans Merkezi,Dance Studio
Niğde,Özen Dondurma,Ice Cream Shop
Niğde,Antepsi Diyarı,Dessert Shop
Niğde,Seda Sanat Merkezi,Art Gallery
Niğde,Közde Çay Evi,Café
Niğde,Life Plus Sport Center,Gym / Fitness Center
Niğde,Niğde Kahve Evim,Café
Niğde,Happy Chicken & Pizza,Fried Chicken Joint
Niğde,Vodafone Turan,Mobile Phone Shop
Niğde,Bayanlar Yaşam Ve Spor Merkezi,Gym
Niğde,Temel Reis Fitness Club,Gym / Fitness Center
Niğde,Mersin Seç Tantuni,Tantuni Restaurant
Niğde,Pastannem,Pastry Shop
Niğde,HAKAN TEKEL SHOP,Smoke Shop
Niğde,Meydan Tobacco Shop,Smoke Shop
Niğde,Choco Waffle,Café
Niğde,Bakkal Rıdvan,Sandwich Place
Niğde,Gratis,Cosmetics Shop
Niğde,Kumru Cafe,Café
Niğde,Oba dondurma,Ice Cream Shop
Niğde,3X Gym Klinik Pilates & Fitness,Gym / Fitness Center
Niğde,Honour Hotel,Hotel
Niğde,Erdoğdu Kuyumcusu,Jewelry Store
Niğde,RTL Cafe,Fast Food Restaurant
Niğde,Huzur Lokantası - Ata Sanayi,Filipino Restaurant
Niğde,Oba Dondurma,Ice Cream Shop
Niğde,Türbe Meydanı,Plaza
Niğde,Yeşilburç Tepe,Mountain
Niğde,Henry Jones,Café
Niğde,Gaziantep Antepsi Diyarı Künefe&Katmer,Dessert Shop
Niğde,Shuttle Bar / Brasserie / The Pub 212,Hotel Bar
Niğde,Limon Cafe,Café
Niğde,Üvercinka Sahaf&Kitabevi,Bookstore
Niğde,Yemen Kahvesi Niğde Şubesi,Café
Niğde,Waffle House-Vitamin Bar,Dessert Shop
Niğde,Koyunlu Tepesi,Scenic Lookout
Niğde,Adanalı İsmail Usta,Kebab Restaurant
Niğde,Amas Bağları,Farm
Niğde,Mado,Café
Niğde,DeJavu Cafe & Nargile,Café
Niğde,Casablanca Pub & Bistro,Pub
Niğde,Tekinler Petrol & Hatcana Restoran,Rest Area
Niğde,Fertek Ekmek Fırını,Bakery
Niğde,Marti Balıkevi,Fish & Chips Shop
Niğde,Rıdvan Usta Çiğ Köfte,Cigkofte Place
Niğde,Özsüt,Café
Niğde,Kendirli Lastik-Petrol,Auto Garage
Niğde,İlkbahar Lokantası,Turkish Restaurant
Niğde,Fertek Bağ Evi,Botanical Garden
Niğde,Ruby Cafe & Bistro,Café
Niğde,Celloğlu Kebap-Ciğer Salonu,Restaurant
Niğde,U.S. Polo Assn.,Clothing Store
Niğde,Ramazan Usta'nın Yeri,Hot Dog Joint
Niğde,Doğukan Ciğer & Kebap,Kebab Restaurant
Niğde,Mor Salkım Yemek Evi,Restaurant
Niğde,Black Plate Steak Coffee & Bistro,Steakhouse
Niğde,Gönül Kahvesi,Coffee Shop
Niğde,FatmAbla EvYemekleri,Turkish Home Cooking Restaurant
Niğde,XL Nargile & Bistro,Hookah Bar
Niğde,Yürüyüş Parkuru,Trail
Niğde,Öğretmenler Parkı,Park
Niğde,Çakmaklar Baharat,Health Food Store
Niğde,Niğde Müzesi,Museum
Niğde,Beykoz Ocakbaşı,Steakhouse
Niğde,Boss Lounge,Café
Niğde,Ovacık Kasabası,Garden
Niğde,Şehir Lokantası,Turkish Restaurant
Niğde,Migros,Supermarket
Niğde,KahveRengi,Café
Niğde,The Kitchen Way,Café
Niğde,Rubato Cafe,Café
Niğde,Sofram Restaurant,Steakhouse
Niğde,Tepe Bağları,Garden
Niğde,Gözleme Cafe,Gozleme Place
Niğde,Yeşilçam Cafe & Nargile,Café
Niğde,Usta Eller,Dessert Shop
Niğde,Teqqanyakiturca,Restaurant
Niğde,Migros,Grocery Store
Niğde,Beyaz Piyano Cafe & Bistro,Café
Niğde,Dafne Hatay Mutfağı,Comfort Food Restaurant
Niğde,Saklı Bahçe,Tea Room
Niğde,Derbent Meydanı,Plaza
Niğde,Şehit Ömer Halisdemir Meydanı,Plaza
Niğde,Gümüş Et Restaurant,Steakhouse
Niğde,Ihlamur Kahvaltı,Breakfast Spot
Niğde,Beykoz Kelle Paça,Soup Place
Niğde,75. Yıl Kapalı Spor Salonu,Gym
Niğde,Aşiyan Cafe&Pizza,Pizza Place
Niğde,Niğde Yörük Sofrası,Farm
Niğde,Grand Otel Niğde,Hotel
Niğde,RAMADA BY WYNDHAM NİĞDE,Hotel
Ordu,Lezzet Pide & Döner,Soup Place
Ordu,Kılıçkaya Restaurant,Café
Ordu,Karagül Balık Çiftliği,Restaurant
Ordu,Nehir Cafe Restaurant,Café
Ordu,Afiyet Restaurant,Restaurant
Ordu,Doğa Park Cafe & Restaurant,Café
Ordu,Kervansaray Restaurant,Restaurant
Ordu,Güneş Kuyumculuk,Jewelry Store
Ordu,Şifa Suyu,Fountain
Ordu,Dört Mevsim Çay Bahçesi,Café
Ordu,Sağlık Alabalık Çiftliği ve Restaurant,Salad Place
Ordu,Durmaz Alabalık Restaurant,Turkish Restaurant
Ordu,Şifa Suyu Ocakbaşı,Turkish Restaurant
Ordu,Sağlık Cafe & Restaurant,Café
Ordu,Merkez Lokantası,Turkish Restaurant
Ordu,Düzoba Yaylası,Other Great Outdoors
Ordu,Aydınlar Halısaha & Cafe,Tea Room
Ordu,Güneş Gazinosu,Nightclub
Ordu,Güneysu Çay Bahçesi,Café
Ordu,Saray Pastane & Cafe,Café
Ordu,Merkez Balık Sosyal Tesisleri,Fish & Chips Shop
Ordu,Elif Pide,Restaurant
Ordu,Cafe Kim,Café
Ordu,Pasta Pella,Dessert Shop
Ordu,Vestel,Electronics Store
Ordu,Komşu Cafe,Café
Ordu,Korgan Meydan,Plaza
Ordu,Gürgentepe Meydan,Plaza
Ordu,Ekomini,Convenience Store
Ordu,Saklıbahçe Restaurant,Café
Ordu,Medcezir Cafe & Restaurant,Café
Ordu,Ziraat Bankası,Bank
Ordu,Çamaş Kanyonu,Nature Preserve
Ordu,Lc Waikiki,Clothing Store
Ordu,Kumru Meydanı,Plaza
Ordu,Nehir Pastanesi,Dessert Shop
Ordu,Ekomini,Market
Ordu,Hanımeli Cafe,Café
Ordu,Şok,Grocery Store
Ordu,Kınalı Aile Çay Bahçesi,Tea Room
Ordu,Taşlıca Asma Köprü,Bridge
Ordu,Komagene,Cigkofte Place
Ordu,Uzalar Giyim,Shopping Mall
Ordu,Arpalık,Farm
Ordu,A101,Convenience Store
Ordu,Paradise Cafe,Café
Ordu,Gaga Gölü Cafe,Café
Ordu,cuma yanı,Night Market
Ordu,Aktürk Market,Department Store
Ordu,Adaş Ekmek Fırını,Bakery
Ordu,Korgan-fatsa,Campground
Ordu,Gül Alabalık Çiftliği,Steakhouse
Ordu,Çatak Alabalık Tesisi,Restaurant
Ordu,Akın Ekmek Fırını,Bakery
Ordu,Irmak Cafe,Café
Ordu,Halk Kıraathanesi,Arts & Entertainment
Ordu,Müdür'ün Yeri,Big Box Store
Ordu,Turnalık Yaylası,Bay
Ordu,Okul Yolunda🙋,Moving Target
Ordu,Yamaç Paraşütü Uçuş Tepesi,Rock Climbing Spot
Ordu,Bice Köyü,Farm
Ordu,salih abinin yeri 🍻,Arts & Entertainment
Ordu,Yolağzı,Plaza
Ordu,Siyahlı Tekstil,Clothing Store
Ordu,Eskiçıkdeğirmen Köyü,Forest
Ordu,Kardeşler Ocakbaşı,Kebab Restaurant
Ordu,Babacan Sini Restaurant,Steakhouse
Ordu,Absut Yaylası,Scenic Lookout
Ordu,Gölköy Akçalı Köyü,Farm
Ordu,Beypınarı,Nature Preserve
Ordu,Kabakdağı Köyü,Forest
Ordu,ünye İlçe Stadyumu,Soccer Stadium
Ordu,Ordu Gürgentepe Kuzunkaya,Garden
Ordu,Alankent Soğluk Obası,Garden
Rize,"Yeşiltepe Köyü, Çayeli/Rize",Farm
Rize,Kaptanpaşa (Senoz),Plaza
Rize,Gito Yaylası,Other Great Outdoors
Rize,Gito Konak Pansiyon,Bed & Breakfast
Rize,Badara Merzesi,Scenic Lookout
Rize,Raşot Alabalık Çiftliği,Turkish Restaurant
Rize,Meydan Cafe Ve Restaurant,Café
Rize,Zil Kalesi,Castle
Rize,Goboca Dağ Evi,Bed & Breakfast
Rize,Çat Vadisi,Campground
Rize,Kaledibi Cafe,Café
Rize,Kaçkar Dağ Evi,Bed & Breakfast
Rize,Ağaran Şelalesi,Waterfall
Rize,Buzlupınar,Mountain
Rize,Palovit Şelalesi,Waterfall
Rize,Ada Bungalov,Bed & Breakfast
Rize,ZuA Coffee,Coffee Shop
Rize,Pavolid Şelalesi,Waterfall
Rize,Karaağaç Köyü/Çayeli,Mountain
Rize,Koboş Köprüsü,Bridge
Rize,Hacina Yöresel Yemekler,Restaurant
Rize,Cugal Cafe,Café
Rize,Çat Yaylası,Campground
Rize,Cansuyu Cafe & Restaurant,Restaurant
Rize,polovit Şelalesi,National Park
Rize,Güneysu Kıbledağı Köyü,Mountain
Rize,Sevdaluk Pansiyon,River
Rize,Pilunç Çay Evi,Breakfast Spot
Rize,Pokut Yaylası,Other Great Outdoors
Rize,Kendini Koruyan Mahalle,Mountain
Rize,Çinçiva Kafe,Café
Rize,Tarzan Park & Cafe,Café
Rize,Elevit Yaylası,Other Great Outdoors
Rize,Pokut Yayla Evi,Rest Area
Rize,Derecik Köyü,Mountain
Rize,Kahve Duragi,Breakfast Spot
Rize,Taşmektep Otel,Hotel
Rize,Kıyı Bungalov & Cafe Restoran,Hotel
Rize,Uzay Fotografçılık,Photography Lab
Rize,Lale Lokantası,Turkish Home Cooking Restaurant
Rize,Sini Yöresel Kahvaltı ve Yemek,Breakfast Spot
Rize,Arapdüzü,Recreation Center
Rize,Arap Düzü Doğa Parkı,Park
Rize,Madenli Unlu Mamülleri,Bakery
Rize,Çancava,Village
Rize,Deremen Garden Cafe,Café
Rize,Yamantürk Öğretmenevi,Hotel
Rize,Kıbledağı Zirvesi,Scenic Lookout
Rize,Baba Gürbüz Meydani,Garden
Rize,Çano 1 Playstation Salonu,Arcade
Rize,Şelale Konak (Çavuşun Yeri),Comfort Food Restaurant
Rize,Aksu Lokantası Hemşin,Seafood Restaurant
Rize,Platoda Mola,Bed & Breakfast
Rize,Bulutların Ülkesi Hemşin,Rest Area
Rize,Black Point Çayeli,Cosmetics Shop
Rize,ŞUŞE,Bar
Rize,Kıbledağı-Dua Tepesi,Botanical Garden
Rize,Madenli Merkez,Plaza
Rize,Chocolate Lounge & Coffee,Café
Rize,FELAMUR,Turkish Restaurant
Rize,Schwarz Fitness Club,Gym / Fitness Center
Rize,Handüzü Yaylası,Campground
Rize,Cafe Yolun Dibi,Café
Rize,Cafe Punn,Café
Rize,Dört Mevsim Alabalık Çiftliği,Fish & Chips Shop
Rize,Kanboz,Mountain
Rize,Kadıköy Caffe,Café
Rize,Çayeli Meydan,Plaza
Rize,Kaçkar kavrun dağ evleri,Café
Rize,Sevdaluk Koprusu,Tourist Information Center
Rize,Çamlıhemşin,Historic Site
Rize,Elevit Tatil Köyü,Resort
Rize,Büyükköy Çaycılar Mahallesi,Plaza
Rize,Çat Köyü - Cancık Pansiyon,Rest Area
Rize,Yormaz Börek Salonu,Borek Place
Rize,Cayelispor bufe,Café
Rize,Livera,Café
Rize,Yanikdag Köyü,Mountain
Rize,Derinsu (Zanat) Köyü,Farm
Rize,Çayeli Sahili,Waterfront
Rize,"Guneysu, Gurgen Koyu",Mountain
Rize,Vuslat Cafe & Restaurant,Café
Rize,PuliMiniOtel,Hotel
Rize,Sarı Köşk Restaurant,Restaurant
Rize,Publik Bistro,Café
Rize,Çilingir Köyü,Mountain
Rize,Serender Cafe,Café
Rize,POTOMYA,Plaza
Rize,Hizmetiçi Eğitim Enstitusu Çayeli,Art Gallery
Rize,AdresS Alışveriş & Cafe & Oyun Parkı,Department Store
Rize,Çinçiva Kahvesi,Coffee Shop
Rize,Nordic,Hotel
Rize,Makrevis pansiyon & cafe,Mountain
Rize,Çiçekli Yaylası,Mountain
Rize,Güneysu Meydan,Pedestrian Plaza
Rize,Güneysu Kiremit Köyü,Mountain
Rize,Otel Doğa,Hotel
Rize,Yemen Kahvesi,Coffee Shop
Rize,G.M Moda,Men's Store
Rize,Hisar Kent Sitesinde,Residential Building (Apartment / Condo)
Sakarya,Hotel On7,Hotel
Sakarya,Più Bella Gelato,Ice Cream Shop
Sakarya,Texcoco Cafe Chocalates,Coffee Shop
Sakarya,Arma Serdivan,Café
Sakarya,Emirgan Sütiş Sakarya,Restaurant
Sakarya,Ramada Sakarya,Hotel
Sakarya,Mut Büfe,Snack Place
Sakarya,SPORADA FİTNESS,Gym / Fitness Center
Sakarya,Migros,Big Box Store
Sakarya,Kahve Akademisi,Coffee Shop
Sakarya,Semt Lokantasi,Food
Sakarya,Mystique Cafe,Café
Sakarya,Yiğit Ayakkabı,Shoe Store
Sakarya,Radio Pub & Performance Hall,Pub
Sakarya,e-öner,Department Store
Sakarya,Serdivan Trafik Parkı,Park
Sakarya,Purple Coffee,Breakfast Spot
Sakarya,Çokal Mobilya,Furniture / Home Store
Sakarya,Sakaryaspor Ekrem Karaberberoğlu Altyapı Tesisleri,Soccer Stadium
Sakarya,Previous Coffee,Coffee Shop
Sakarya,Premium Fitness&Gym,Gym / Fitness Center
Sakarya,Gazibey Baklava,Dessert Shop
Sakarya,Liya Kültür & Sanat,Performing Arts Venue
Sakarya,Kabak Evi,Café
Sakarya,Geçit Park,Tea Room
Sakarya,By Boşnak Börekçisi Modern Sanayi,Breakfast Spot
Sakarya,Geronimo Sport Center 2,Gym
Sakarya,Tatilya Queen Spor Kompleksi,Gym
Sakarya,Göynüklü Ömer Usta Dondurmaları,Ice Cream Shop
Sakarya,Ardiye Şarküteri,Breakfast Spot
Sakarya,Arabesque Lounge & Pub,Lounge
Sakarya,Gazibey Küşleme Kebap,Comfort Food Restaurant
Sakarya,Maelstrom Cafe&Restaurant,Café
Sakarya,1İnci Konak,Hotel
Sakarya,Federal Coffee Co.,Coffee Shop
Sakarya,Lezzet Aperatif,Fast Food Restaurant
Sakarya,Glokal Cafe,Café
Sakarya,Faraza Sisha & Lounge,Hookah Bar
Sakarya,Afife Kafe,Café
Sakarya,Mi'za Antika Kitap Cafe,Café
Sakarya,Rengi Kahve,Café
Sakarya,Tatilya Body Building Center,Gym
Sakarya,Dostlar Cağ Kebap,Kebab Restaurant
Sakarya,Şehir Restaurant,Steakhouse
Sakarya,Filter Coffee & Espresso Bar,Café
Sakarya,Tatilya Playstation,Arcade
Sakarya,Cihad Bayraktar Kuyumculuk,Jewelry Store
Sakarya,Coffee And Study,Coffee Shop
Sakarya,Ofis Sanat Merkezi,Art Gallery
Sakarya,Yetimoğlu Çay Evi,Tea Room
Sakarya,Özmert Et & Et Ürünleri,Steakhouse
Sakarya,İtalyan İşi,Italian Restaurant
Sakarya,Engelsiz Cafe&Restaurant,Turkish Restaurant
Sakarya,Uğur Veteriner Kliniği,Pet Store
Sakarya,Akustik Cafe,Music Venue
Sakarya,Hacı Babanın Yeri,Food
Sakarya,Sakarya Olimpik Yüzme Havuzu,Pool
Sakarya,Işıl Kuyumculuk,Jewelry Store
Sakarya,Rosso,Italian Restaurant
Sakarya,Balikci Abdullah,Seafood Restaurant
Sakarya,Göynüklü Ömer Usta Dondurmaları,Ice Cream Shop
Sakarya,Pilates Pala's,Gym
Sakarya,Pink Cafe,Café
Sakarya,Fehmi Hoca Semt Lokantası,Diner
Sakarya,Nazar Unlu Mamüller,Bakery
Sakarya,Dinozor Coffee,Coffee Shop
Sakarya,Serdivan Tepe,Scenic Lookout
Sakarya,Kaffa Çikolata&Kahve Serdivan,Coffee Shop
Sakarya,X Coffee Company,Café
Sakarya,Lama Chocolate & Coffe,Chocolate Shop
Sakarya,Fen'omen Style,Salon / Barbershop
Sakarya,Toros Dondurma ve Tatlı,Ice Cream Shop
Sakarya,Gül Mutfağı Et Konağı,Diner
Sakarya,Md Fulla,Clothing Store
Sakarya,Pekara,Breakfast Spot
Sakarya,LeMan Kültür Cafe,Café
Sakarya,Tuna Köftecisi,Turkish Restaurant
Sakarya,Arada Kahve Dükkanı,Café
Sakarya,Adıbahçe,Steakhouse
Sakarya,Justinianus Köprüsü,Historic Site
Sakarya,Starbucks,Coffee Shop
Sakarya,Göynüklü Ömer Usta Dondurmaları,Ice Cream Shop
Sakarya,Narin Simit Fırını,Bagel Shop
Sakarya,Well Life Spa-Sağlıklı Yaşam Kulübü,Gym
Sakarya,D'Lounge Coffee House,Italian Restaurant
Sakarya,Duvar6 Cafe&Restaurant,Café
Sakarya,Çınaraltı Künefe,Dessert Shop
Sakarya,Mazlum Şekerli Mamüller (Merkez Mağaza),Candy Store
Sakarya,Waffle Town,Dessert Shop
Sakarya,Karabaş Arçelik Serdivan,Electronics Store
Sakarya,The Bibber,Fast Food Restaurant
Sakarya,Atletic Spor Salonu,Gym
Sakarya,Pusula54 Cafe&Restaurant,Snack Place
Sakarya,Bizim Köfteci,Food
Sakarya,Nazar Et Lokantası,Steakhouse
Sakarya,Pekara,Bosnian Restaurant
Sakarya,Melek Pastanesi,Cupcake Shop
Sakarya,Günaydın Kahvaltı,Breakfast Spot
Sakarya,Engin İletişim,Mobile Phone Shop
Sakarya,Cihangir Cafe & Restaurant,Café
Samsun,Nebyan Dağı Ali Babanın Yeri,Himalayan Restaurant
Samsun,TAŞKONAK,Farm
Samsun,KOCADAĞ YAYLA,Mountain
Samsun,Menemenci Kelin Yeri,Breakfast Spot
Samsun,Ali'nin Yeri Alabalık Tesisleri,Seafood Restaurant
Samsun,Nebiyan Alabalik Tesisleri,Turkish Restaurant
Samsun,Kocadağ,Mountain
Samsun,Nebyan Sofrası,Kebab Restaurant
Samsun,Çakallı Taşhan Restaurant,Restaurant
Samsun,Ünal Menemen & Izgara,Restaurant
Samsun,Nebiyan Dağı,Mountain
Samsun,Kazancı Taşhan Otel,Motel
Samsun,Özkara Tesisleri,Steakhouse
Samsun,Güven Göleti Sosyal Tesisleri,Restaurant
Samsun,Liva Otel,Hotel
Samsun,Hanzade Restaurant,Kebab Restaurant
Samsun,Demircioğlu Menemen,Turkish Restaurant
Samsun,Özgenç Menemen,Breakfast Spot
Samsun,Kavak Tirit Evi,Restaurant
Samsun,Şelale Alabalık Tesisler,Seafood Restaurant
Samsun,Menemenci Dayı,Turkish Restaurant
Samsun,Karataş Şelale Restaurant,Turkish Restaurant
Samsun,Hanzade Menemen&Köfte,Turkish Home Cooking Restaurant
Samsun,Menemenci Nadir'in Yeri,Turkish Restaurant
Samsun,Yeşil Ada Et Restaurant,Steakhouse
Samsun,Taşkonak Dağ Evleri,Resort
Samsun,Mutlu Menemen,Turkish Restaurant
Samsun,Tekeli Et Restaurant,Steakhouse
Samsun,Meşhur Çakallı Menemen,Turkish Home Cooking Restaurant
Samsun,Meşhur Menemenci Dayı,Breakfast Spot
Samsun,Dostlar Menemen,Restaurant
Samsun,Boğaziçi Menemen,Breakfast Spot
Samsun,Menemen Kelin Yeri 2.Şube,Comfort Food Restaurant
Samsun,Atatürk Parkı Cafe & Restaurant,Café
Samsun,Çamlıyazı Köyü,Mountain
Samsun,Shell,Gas Station
Samsun,Çadır Restorant,Steakhouse
Samsun,Menemenci Selahattin,Turkish Restaurant
Samsun,Taka 61 Menemen,Breakfast Spot
Samsun,Güven Park,Park
Samsun,Cafilli Et Lokantası,Steakhouse
Samsun,Migros,Grocery Store
Samsun,Çakallı Melemenci,African Restaurant
Samsun,Ünal Menemen & Restaurant,Turkish Restaurant
Samsun,Arçelik,Electronics Store
Samsun,Çelebi Menemen,Turkish Restaurant
Samsun,adalar samsun,BBQ Joint
Samsun,Çakallı Samsun Yolu,Park
Samsun,Cındıkoglu Tesisleri,Rest Area
Samsun,61 Kalyon Aile Et Lokantası,Turkish Restaurant
Samsun,Kardeşler Menemen,Breakfast Spot
Samsun,Menemenci Hoca'nın Yeri,Turkish Restaurant
Samsun,Astronot Hüseyin Özdemir Parkı,Park
Samsun,Yeşilada Mangal,Steakhouse
Samsun,Relax Cafe & Restaurant,Restaurant
Samsun,Güven Menemen,Steakhouse
Samsun,Çınar Menemen,Breakfast Spot
Samsun,Sarayköy,Farm
Samsun,Taka 61 Menemen,Turkish Restaurant
Samsun,Kavak Öğretmenevi,Boarding House
Samsun,İnanç Kardeşler Menemencisi,Breakfast Spot
Samsun,Asmaaltı Menemen,Turkish Restaurant
Samsun,Kuyumcuoğlu Menemen,Breakfast Spot
Samsun,Atatürk Parkı,Park
Samsun,Elmaçukuru Merkez Mah.,Campground
Samsun,Taka61 Et Lokantası,Kebab Restaurant
Samsun,Belalan Köyü,Farm
Samsun,Kosedik Koyu Kibar'in Yeri,Tea Room
Samsun,Dağ Evi,Farm
Samsun,Meşeli  Türkmenler Köyü Ağlan Mah.,Botanical Garden
Samsun,Mamur dağı kadırga şenlikleri,Mountain
Samsun,Havza Erikbelen,RV Park
Samsun,Mahmurlu Dağı,Campground
Samsun,Gizemli Göl,Lake
Samsun,Kavak Halk Eğitimi Merkezi,Platform
Samsun,Çelikalan,Farm
Samsun,Kavak Alabalık Restaurant,Seafood Restaurant
Samsun,Çakıralan Et Mangal Kuzu Çevirme,Kebab Restaurant
Samsun,Şelale Alabalık Tesisi,Diner
Samsun,Çelikalan Köyü,Campground
Siirt,Delikli Taş,Mountain
Siirt,Tillo Kalesi,Castle
